"151"," Provisions pour risques  Provisions pour investissement (participation des salariés)  "
"1431"," Hausse des prix "
"1432"," Fluctuation des cours "
"144"," Provisions réglementées relatives aux autres éléments de l'actif  "
"145"," Amortissements dérogatoires "
"146"," Provision spéciale de réévaluation  "
"147","Plus-values réinvesties  "
"153"," Provisions pour pensions et obligations similaires  Autres provisions réglementées  "
"154"," Provisions pour restructurations  "
"155"," Provisions pour impôts Provisions pour risques "
"156"," Provisions pour renouvellement des immobilisations (entreprises concessionnaires)   Provisions pour litiges "
"157","Provisions pour charges à répartir sur plusieurs exercices   Provisions pour garanties données aux clients  "
"1513"," Provisions pour pertes sur marchés à terme  "
"1515"," Provisions pour pertes de change  "
"1516"," Provisions pour pertes sur contrats  "
"161"," Emprunts obligataires convertibles Autres provisions pour risques  "
"163"," Autres emprunts obligataires  Provisions pour pensions et obligations similaires  "
"165"," Dépôts et cautionnements reçus   Provisions pour impôts "
"156"," Provisions pour renouvellement des immobilisations (entreprises concessionnaires)  "
"157","Provisions pour charges à répartir sur plusieurs exercices  "
"166"," Participation des salariés aux résultats  Provisions pour gros entretien ou grandes révisions "
"158","Autres provisions pour charges "
"1581","Provisions pour remises en état  "
"167","Emprunts et dettes assortis de conditions particulières  "
"161"," Emprunts obligataires convertibles "
"163"," Autres emprunts obligataires "
"164"," Emprunts auprès des établissements de crédit  "
"1651"," Dépôts "
"1655"," Cautionnements "
"166"," Participation des salariés aux résultats  "
"1661"," Comptes bloqués "
"1662"," Fonds de participation "
"167","Emprunts et dettes assortis de conditions particulières  "
"1671","Emissions de titres participatifs "
"1674","Avances conditionnées de l'Etat  "
"1675","Emprunts participatifs "
"168","Autres emprunts et dettes assimilées  "
"1681","Autres emprunts "
"169"," Primes de remboursement des obligations  Rentes viagères capitalisées  "
"1687","8Autres dettes "
"16884","8sur emprunts auprès des établissements de crédit  "
"16885","8sur dépôts et cautionnements reçus  "
"16886","8sur participation des salariés aux résultats  "
"171","Dettes rattachées à des participations (groupe)  "
"174","Dettes rattachées à des participations (hors groupe)  "
"178","Dettes rattachées à des sociétés en participation  "
"1781","Principal "
"1788","Intérêts courus "
"181","Comptes de liaison des établissements  "
"186","Biens et prestations de services échangés entre établissements (charges) "
"187","Biens et prestations de services échangés entre établissements (produits) "
"188","Comptes de liaison des sociétés en participation  "
"20","Immobilisation"
"21","Immobilisation"
"23","Immobilisation"
"26","Immobilisation"
"27","Immobilisation"
"28","Immobilisation"
"29","Immobilisation"
"201","Frais d'établissement "
"203","Frais de recherche et de développement  "
"206","Droit au bail "
"207","Fonds commercial "
"2011","Frais de constitution "
"20121","Frais de prospection "
"20122","Frais de publicité "
"2013","Frais d'augmentation de capital et d'opérations"
"203","Frais de recherche et de développement  "
"205","Concessions et droits similaires, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires  "
"208","Autres immobilisations incorporelles  "
"211"," Terrains  "
"2111"," Terrains nus "
"2112"," Terrains aménagés "
"212"," Agencements et aménagements de terrains Sous-sols et sursols "
"21141"," Carrières "
"2115"," Terrains bâtis "
"21151"," Ensembles immobiliers industriels "
"21155"," Ensembles immobiliers administratifs et commerciaux"
"21158","Autres ensembles immobiliers"
"211581","Affectés aux opérations professionnelles"
"211588","Affectés aux opérations non professionnelles "
"2116"," Compte d'ordre sur immobilisations"
"212"," Agencements et aménagements de terrains"
"213"," Constructions "
"2131"," âtiments "
"21311"," Ensembles immobiliers industriels"
"21315"," Ensembles immobiliers administratifs et commerciaux"
"214"," Constructions sur sol d'autrui Autres ensembles immobiliers  "
"215"," Installations techniques, matériels et outillage industriels"
"2135"," Installations générales - agencements - aménagements des constructions"
"2138","Ouvrages d'infrastructure "
"21381","Voies de terre "
"21382","Voies de fer "
"21383","Voies d'eau "
"21384","Barrages "
"21385","Pistes d'aérodromes "
"214"," Constructions sur sol d'autrui "
"2151"," Installations complexes spécialisées  "
"21511"," sur sol propre "
"21514"," sur sol d'autrui "
"2153"," Installations à caractère spécifique  "
"21531"," sur sol propre "
"21534"," sur sol d'autrui "
"2154"," Matériels industriels "
"2155"," Outillage industriel "
"218","Autres immobilisations corporelles "
"2181","Installations générales, agencements, aménagements divers "
"2182","Matériel de transport "
"2183","Matériel de bureau et matériel informatique  "
"232"," Immobilisations incorporelles en cours  Mobilier "
"238","Avances et acomptes versés sur commandes d'immobilisations corporelles  Emballages récupérables  "
"231"," Immobilisations corporelles en cours "
"2312"," Terrains "
"2313"," Constructions "
"2315"," Installations techniques, matériel et outillage industriels  "
"232"," Immobilisations incorporelles en cours  "
"237","Avances et acomptes versés sur immobilisations incorporelles  "
"267","Créances rattachées à des participations  Terrains "
"2383","Constructions "
"2385","Installations techniques, matériel et outillage industriels  "
"2388","Autres immobilisations corporelles  "
"261"," Titres de participation "
"2618","Autres titres "
"266"," Autres formes de participation  "
"269"," Versements restant à effectuer sur titres de participation non libérés  Créances rattachées à des participations  "
"2671","Créances rattachées à des participations (groupe)  "
"271","Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille Créances rattachées à des participations (hors groupe)  "
"2675","Versements représentatifs d'apports non capitalisés (appel de fonds)  "
"2676","Avances consolidables "
"2678","Intérêts courus "
"268","Créances rattachées à des sociétés en participation  "
"269"," Versements restant à effectuer sur titres de participation non libérés  "
"271","Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille "
"2711","Actions "
"275","Dépôts et cautionnements versés"
"272","Titres immobilisés"
"2721","Obligations "
"276","Autres créances immobilisées Bons "
"273","Titres immobilisés de l'activité de portefeuille  "
"274","Prêts "
"2741","Prêts participatifs "
"2742","Prêts aux associés  "
"2743","Prêts au personnel "
"2748","7Autres prêts "
"2751","Dépôts "
"2755","Cautionnements "
"2761","Créances diverses "
"27682","7sur titres immobilisés"
"27684","7sur prêts "
"27685","7sur dépôts et cautionnements  "
"27688","78sur créances diverses  "
"277","Actions propres ou parts propres "
"2772","Actions propres ou parts propres en voie d’annulation "
"279","Versements restant à effectuer sur titres immobilisés non libérés  "
"280","Amortissements des immobilisations incorporelles  "
"2801","Frais d'établissement"
"2803","Frais de recherche et de développement  "
"282","Amortissements des immobilisations mises en concession  8Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires  "
"2807","Fonds commercial "
"281","Amortissements des immobilisations corporelles  "
"2811","Terrains de gisement "
"2812","Agencements, aménagements de terrains"
"2813","Constructions (même ventilation que celle du compte )  "
"2815","Installations, matériel et outillage industriels"
"290","Dépréciations des immobilisations incorporelles  "
"2906","Droit au bail "
"2907","Fonds commercial "
"2908","Autres immobilisations incorporelles  "
"291"," Dépréciations des immobilisations corporelles"
"292"," Dépréciations des immobilisations mises en concession  "
"293"," Dépréciations des immobilisations en cours  "
"2931"," Immobilisations corporelles en cours  "
"2932"," Immobilisations incorporelles en cours  "
"296"," Provisions pour dépréciation des participations et créances rattachées à des participations  "
"2961"," Titres de participation "
"2966"," Autres formes de participation "
"2967","Créances rattachées à des participations"
"2968","Créances rattachées à des sociétés en participation"
"297","Provisions pour dépréciation des autres immobilisations financières  "
"2971","Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille - droit de propriété"
"2972","Titres immobilisés - droit de créance"
"2973","Titres immobilisés de l'activité de portefeuille  "
"2974","Prêts (même ventilation que celle du compte 7)  "
"2975","Dépôts et cautionnements versés"
"2976","Autres créances immobilisées"
"31","Matières premières (et fournitures)"
"32","Autres approvisionnements"
"33","En-cours de production de biens"
"34","En-cours de production de services"
"35","Stocks de produits"
"37","Stocks de marchandises"
"39","Dépréciations des stocks et en-cours"
"312"," Matières (ou groupe) B "
"317","Fournitures A, B, C, "
"321"," Matières consommables "
"322"," Fournitures consommables "
"311"," Matières (ou groupe) A "
"326"," Emballages "
"3211"," Matières (ou groupe) C  "
"3212"," Matières (ou groupe) D  "
"331"," Produits en cours  Combustibles "
"3222"," Produits d'entretien  "
"3223"," Fournitures d'atelier et d'usine  "
"335"," Travaux en cours  Fournitures de magasin "
"3225"," Fournitures de bureau "
"3261"," Emballages perdus "
"341"," Etudes en cours  Emballages récupérables non identifiables  "
"3267","Emballages à usage mixte  "
"345"," Prestations de services en cours  Produits en cours "
"3311"," Produits en cours P  "
"3312"," Produits en cours P  "
"335"," Travaux en cours "
"3352"," Travaux en cours T  "
"355"," Produits finis  Etudes en cours "
"3411"," Etudes en cours E  "
"3412"," Etudes en cours E  "
"358","Produits résiduels (ou matières de récupération)   Prestations de services en cours "
"3451"," Prestations de services S  "
"3452"," Prestations de services S  "
"351"," Produits intermédiaires "
"3511"," Produits intermédiaires (ou groupe) A  "
"371","Marchandises (ou groupe) A  Produits intermédiaires (ou groupe) B  "
"372","Marchandises (ou groupe) B  Produits finis "
"3551"," Produits finis (ou groupe) A "
"3552"," Produits finis (ou groupe) B "
"3581","Déchets "
"3585","Rebuts "
"3586","Matières de récupération  "
"392"," Provisions pour dépréciation des autres approvisionnements  "
"371","Marchandises (ou groupe) A "
"372","Marchandises (ou groupe) B "
"391"," Provisions pour dépréciation des matières premières (et fournitures)  "
"3912"," Matières (ou groupe B) "
"3917","Fournitures A, B, C, "
"3921"," Matières consommables"
"3922"," Fournitures consommables"
"393"," Provisions pour dépréciation des en-cours de production de biens  "
"3931"," Produits en cours"
"3935"," Travaux en cours"
"394"," Provisions pour dépréciation des en-cours de production de services  "
"3941"," Etudes en cours (même ventilation que celle du compte )  "
"3945"," Prestations de services en cours"
"395"," Provisions pour dépréciation des stocks de produits  "
"3951"," Produits intermédiaires"
"3955"," Produits finis "
"397","Provisions pour dépréciation des stocks de marchandises  "
"3971","Marchandise (ou groupe A) "
"3972","Marchandise (ou groupe B) "
"40","BFR d'exploitation"
"41","BFR d'exploitation"
"42","BFR hors exploitation"
"43","BFR hors exploitation"
"44","BFR hors exploitation"
"45","BFR hors exploitation"
"46","BFR hors exploitation"
"47","BFR hors exploitation"
"48","BFR d'exploitation"
"49","BFR d'exploitation"
"401","Fournisseurs"
"4011","Fournisseurs - Achats de biens et prestations de services  "
"403","Fournisseurs - Effets à payer "
"404","Fournisseurs d'immobilisations "
"4041","Fournisseurs - Achats d'immobilisations  "
"4047","Fournisseurs d'immobilisations - Retenues de garantie  "
"405","Fournisseurs d'immobilisations - Effets à payer  "
"408","Fournisseurs - Factures non parvenues  "
"4081","Fournisseurs "
"409"," Fournisseurs débiteurs "
"4091"," Fournisseurs - Avances et acomptes versés sur commandes  "
"416"," Clients douteux ou litigieux Fournisseurs - Autres avoirs "
"418","Clients - Produits non encore facturés  Fournisseurs d'exploitation "
"40974","Fournisseurs d'immobilisations  "
"4098","Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus  "
"410","Clients et comptes rattachés  "
"411"," Clients"
"4111"," Clients - Ventes de biens ou de prestations de services  "
"4117","Clients - Retenues de garantie  "
"413"," Clients - Effets à recevoir "
"4188","8Clients - Intérêts courus  "
"419"," Clients créditeurs "
"425"," Personnel - Avances et acomptes  Clients - Avances et acomptes reçus sur commandes  "
"426"," Personnel - Dépôts  Clients - Dettes sur emballages et matériels consignés  "
"421"," Personnel - Rémunérations dues  "
"422"," Comités d'entreprises, d'établissement,  "
"424"," Participation des salariés aux résultats  "
"4246"," Réserve spéciale (art L - du code du travail)  "
"438","Organismes sociaux - Charges à payer et produits à recevoir   Personnel - Dépôts "
"427","Personnel - Oppositions "
"428","Personnel - Charges à payer et produits à recevoir  "
"4282","Dettes provisionnées pour congés à payer  "
"4284","Dettes provisionnées pour participation des salariés aux résultats  "
"4287","8Produits à recevoir "
"431"," Sécurité sociale "
"437","Autres organismes sociaux "
"4382","Charges sociales sur congés à payer  "
"4386","Autres charges à payer "
"441"," État - Subventions à recevoir "
"4418","Subventions d'équilibre  "
"4419"," Avances sur subventions "
"442"," Etat - Impôts et taxes recouvrables sur des tiers  "
"4424"," Obligataires "
"4425"," Associés "
"443"," Opérations particulières avec l'Etat, les collectivités publiques, les organismes internationaux  "
"4431"," Créances sur l'Etat résultant de la suppression de la règle du décalage d'un mois en matière de TVA  "
"4438","Intérêts courus sur créances figurant au compte   "
"444"," Etat - Impôts sur les bénéfices  "
"445"," Etat - Taxes sur le chiffre d'affaires  "
"4452"," TVA due intracommunautaire "
"4455"," Taxes sur le chiffre d'affaires à décaisser  "
"44551"," TVA à décaisser  "
"44558","Taxes assimilées à la TVA  "
"4456"," Taxes sur le chiffre d'affaires déductibles  "
"44562"," TVA sur immobilisations "
"44563"," TVA transférée par d'autres entreprises  "
"44566"," TVA sur autres biens et services  "
"44567","Crédit de TVA à reporter  "
"44568","Taxes assimilées à la TVA  "
"448","Etat - Charges à payer et produits à recevoir  7Taxes assimilées à la TVA  "
"4458","Taxes sur le chiffre d'affaires à régulariser ou en attente  "
"44581","Acomptes - Régime simplifié d'imposition  "
"44582","Acomptes - Régime du forfait  "
"44584","TVA récupérée d'avance  "
"446"," Obligations cautionnées "
"447","Autres impôts, taxes et versements assimilés  "
"4482","Charges fiscales sur congés à payer  "
"4486","Charges à payer  "
"4487","8Produits à recevoir  "
"449"," Quotas d'émission à restituer à l'Etat  "
"451"," Groupe "
"455"," Associés - Comptes courants  "
"4551"," Principal "
"4558","Intérêts courus "
"456"," Associés - Opérations sur le capital  "
"45615"," Apports en numéraire "
"4562"," Apporteurs - Capital appelé, non versé  "
"45621"," Actionnaires - Capital souscrit et appelé, non versé  "
"467","Autres comptes débiteurs ou créditeurs   Actionnaires défaillants  "
"457","Associés - Dividendes à payer  "
"458","Associés - Opérations faites en commun et en GIE  "
"4581","Opérations courantes "
"471","Comptes d'attente"
"476","Différence de conversion - Actif  "
"462"," Créances sur cessions d'immobilisations  "
"464"," Dettes sur acquisitions de valeurs mobilières de placement  "
"465"," Créances sur cessions de valeurs mobilières de placement  "
"477","7Différences de conversion - Passif  Autres comptes débiteurs ou créditeurs  "
"468","Divers - Charges à payer et produits à recevoir  "
"4686","Charges à payer "
"4687","Produits à recevoir "
"475","Comptes d'attente suite 471"
"481","Charges à répartir sur plusieurs exercices  Différence de conversion - Actif  "
"4761","Diminution des créances  "
"488","Comptes de répartition périodique des charges et des produits  7Différences de conversion - Passif  "
"4771","Augmentation des créances  "
"4772","Diminution des dettes "
"478","Autres comptes transitoires "
"4816","Frais d'émission des emprunts  "
"486","Charges constatées d'avance  "
"487","Produits constatés d'avance  "
"4886","Charges "
"4887","Produits "
"489","Quotas d'émission alloués par l'Etat  "
"491"," Provisions pour dépréciation des comptes de clients  "
"495"," Provisions pour dépréciation des comptes du groupe et des associés  "
"4951"," Comptes du groupe "
"4955"," Comptes courants des associés  "
"4958","Opérations faites en commun et en GIE  "
"496"," Provisions pour dépréciation des comptes de débiteurs divers  "
"4962"," Créances sur cessions d'immobilisations  "
"4965"," Créances sur cessions de valeurs mobilières de placement  "
"4967","Autres comptes débiteurs  "
"50","Trésorerie et équivalents de trésorerie"
"51","Trésorerie et équivalents de trésorerie"
"53","Trésorerie et équivalents de trésorerie"
"58","Trésorerie et équivalents de trésorerie"
"59","Trésorerie et équivalents de trésorerie"
"501","Parts dans des entreprises liées  "
"502","Actions propres "
"504","Autres titres conférant un droit de propriété  "
"506","Obligations "
"503","Actions "
"5031","Titres cotés "
"5035","Titres non cotés "
"509"," Versements restant à effectuer sur valeurs mobilières de placement non libérées  Autres titres conférant un droit de propriété  "
"505","Obligations et bons émis par la société et rachetés par elle  "
"511"," Valeurs à l'encaissement Obligations "
"5061","Titres cotés "
"5065","Titres non cotés "
"507","Bons du Trésor et bons de caisse à court terme "
"508","Autres valeurs mobilières de placement et autres créances assimilées  "
"512"," Banques  Autres valeurs mobilières  "
"5082","Bons de souscription "
"5088","8Intérêts courus sur obligations, bons et valeurs assimilés  "
"517","Autres organismes financiers  Coupons échus à l'encaissement  "
"5113"," Effets à l'encaissement  "
"5114"," Effets à l'escompte "
"519"," Concours bancaires courants  Banques  "
"5121"," Comptes en monnaie nationale  "
"5124"," Comptes en devises "
"514"," Chèques postaux "
"515"," "" Caisses "" du Trésor et des établissements publics  "
"516"," Sociétés de bourse "
"518","Intérêts courus "
"5181","Intérêts courus à payer  "
"5191"," Crédit de mobilisation de créances commerciales (CMCC)  "
"5193"," Mobilisation de créances nées à l'étranger  "
"5198","Intérêts courus sur concours bancaires courants  "
"531"," Caisse siège social "
"5311"," Caisse en monnaie nationale  "
"5314"," Caisse en devises "
"532"," Caisse succursale (ou usine) A  "
"533"," Caisse succursale (ou usine) B  "
"590","Provisions pour dépréciation des valeurs mobilières de placement  "
"5903","Actions "
"5906","Obligations "
"5908","Autres valeurs mobilières de placement et créances assimilées  "
"60","Charges opérationnelles"
"61","Charges opérationnelles"
"62","Autres charges operationnels"
"63","Impôts et taxes"
"64","Charges de personnel"
"65","Autres charges operationnels"
"66","Charges financières"
"67","Charges exceptionnelles"
"68","Dotation et reprises aux amortissements et aux PRC"
"69","Participations et intéressement"
"601","Achats stockés - Matières premières (et fournitures)  "
"6011","Matières (ou groupe) A  "
"6012","Matières (ou groupe) B  "
"6017","Fournitures A, B, C, "
"602","Achats stockés - Autres approvisionnements  "
"6021","Matières consommables "
"60211","Matières (ou groupe) C  "
"60212","Matières (ou groupe) D  "
"604","Achats d'études et prestations de services  Fournitures consommables "
"60223","Fournitures d'atelier et d'usine  "
"60224","Fournitures de magasin "
"60225","Fourniture de bureau "
"6026","Emballages  "
"60265","Emballages récupérables non identifiables  "
"60267","Emballages à usage mixte  "
"609"," Rabais, remises et ristournes obtenus sur achats  Achats d'études et prestations de services  "
"605"," Achats de matériel, équipements et travaux  "
"606","Achats non stockés de matière et fournitures  "
"6061","Fournitures non stockables (eau, énergie)  "
"6063","Fournitures d'entretien et de petit équipement  "
"6064","Fournitures administratives  "
"6068","Autres matières et fournitures  "
"607","Achats de marchandises "
"6071","Marchandise (ou groupe) A "
"6031","Variation des stocks de matières premières (et fournitures)  Marchandise (ou groupe) B "
"6032","Variation des stocks des autres approvisionnements   Rabais, remises et ristournes obtenus sur achats  "
"6037","Variation des stocks de marchandises   de matières premières (et fournitures)  "
"6092"," d'autres approvisionnements stockés  "
"6094"," d'études et prestations de services  "
"6097","de marchandises  "
"6098","Rabais, remises et ristournes non affectés  "
"6031","Variation des stocks de matières premières (et fournitures)  "
"6032","Variation des stocks des autres approvisionnements  "
"6037","Variation des stocks de marchandises  "
"615"," Entretien et réparations "
"611"," Sous-traitance générale  "
"612"," Redevances de crédit-bail "
"6122"," Crédit-bail mobilier "
"616"," Primes d'assurances  Crédit-bail immobilier "
"613"," Locations  "
"6132"," Locations immobilières  "
"6135"," Locations mobilières "
"6136"," Malis sur emballages "
"614"," Charges locatives et de copropriété  "
"6152"," Sur biens immobiliers "
"6155"," Sur biens mobiliers "
"617","Etudes et recherches  Maintenance "
"6161"," Multirisques "
"6162"," Assurance obligatoire dommage construction  "
"6163"," Assurance-transport "
"61637","sur ventes "
"6164"," Risques d'exploitation "
"6165"," Insolvabilité clients "
"618","Divers "
"6181","Documentation générale  "
"6183","Documentation technique "
"6185","Frais de colloques, séminaires, conférences  "
"619"," Rabais, remises et ristournes obtenus sur services extérieurs  "
"621"," Personnel extérieur à l'entreprise  "
"6214"," Personnel détaché ou prêté à l'entreprise  "
"622"," Rémunérations d'intermédiaires et honoraires  "
"6221"," Commissions et courtages sur achats  "
"6222"," Commissions et courtages sur ventes  "
"6224"," Rémunérations des transitaires  "
"6225"," Rémunérations d'affacturage "
"6226"," Honoraires "
"6227","Frais d'actes et de contentieux  "
"623"," Publicité, publications, relations publiques  "
"6231"," Annonces et insertions "
"6232"," Echantillons  "
"6233"," Foires et expositions "
"6234"," Cadeaux à la clientèle  "
"6235"," Primes "
"6237","Publications  "
"6238","Divers (pourboires, dont courant)  "
"624"," Transports de biens et transports collectifs du personnel  "
"6241"," Transports sur achats  "
"626"," Frais postaux et de télécommunications   Transports sur ventes "
"6244"," Transports administratifs  "
"6247","Transports collectifs du personnel  "
"6248","Divers  "
"625"," Déplacements, missions et réceptions  "
"6251"," Voyages et déplacements  "
"6256"," Missions "
"6257","Réceptions "
"627","Services bancaires et assimilés  "
"6272","Commissions et frais sur émission d'emprunts  "
"6275","Frais sur effets "
"6276","Location de coffres "
"6278","Autres frais et commissions sur prestations de services  "
"628","Divers "
"6284","Frais de recrutement de personnel  "
"629"," Rabais, remises et ristournes obtenus sur autres services extérieurs  "
"631"," Impôts, taxes et versements assimilés sur rémunérations (administrations des impôts)  "
"6311"," Taxe sur les salaires "
"6312"," Taxe d'apprentissage "
"6314"," Cotisation pour défaut d'investissement obligatoire dans la construction  "
"6318","Autres "
"633"," Impôts, taxes et versements assimilés sur rémunérations (autres organismes)  "
"6331"," Versement de transport "
"6332"," Allocations logement "
"6333"," Participation des employeurs à la formation professionnelle continue  "
"6334"," Participation des employeurs à l'effort de construction  "
"6335"," Versements libératoires ouvrant droit à l'exonération de la taxe d'apprentissage  "
"6338","Autres "
"635"," Autres impôts, taxes et versements assimilés (administrations des impôts)  "
"63511"," Taxe professionnelle "
"63512"," Taxes foncières "
"63513"," Autres impôts locaux  "
"63514"," Taxe sur les véhicules des sociétés  "
"6352"," Taxe sur le chiffre d'affaires non récupérables  "
"6354"," Droits d'enregistrement et de timbre  "
"63541"," Droits de mutation "
"6358","Autres droits  "
"637","Autres impôts, taxes et versements assimilés (autres organismes)  "
"6371","Contribution sociale de solidarité à la charge des sociétés  "
"6378","Taxes diverses "
"641"," Rémunérations du personnel  "
"6411"," Salaires, appointements "
"6412"," Congés payés "
"6415"," Supplément familial "
"644"," Rémunération du travail de l'exploitant  "
"645"," Charges de sécurité sociale et de prévoyance  "
"6451"," Cotisations à l'Urssaf  "
"6452"," Cotisations aux mutuelles "
"6454"," Cotisations aux Assedic "
"646"," Cotisations sociales personnelles de l'exploitant  "
"647","Autres charges sociales "
"6471","Prestations directes "
"6474","Versements aux autres œuvres sociales  "
"6475","Médecine du travail, pharmacie  "
"651"," Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires  "
"6516"," Droits d'auteur et de reproduction  "
"653"," Jetons de présence "
"654"," Pertes sur créances irrécouvrables  "
"6541"," Créances de l'exercice  "
"6544"," Créances des exercices antérieurs  "
"655"," Quote-part de résultat sur opérations faites en commun  "
"6551"," Quote-part de bénéfice transférée (comptabilité du gérant)  "
"6555"," Quote-part de perte supportée (comptabilité des associés non gérants)  "
"658","Charges diverses de gestion courante "
"668","Autres charges financières   Intérêts des comptes courants et des dépôts créditeurs  "
"6616"," Intérêts bancaires et sur opérations de financement (escompte,)  "
"6618"," Intérêts des autres dettes  "
"66181","des dettes commerciales "
"66188","8des dettes diverses "
"664"," Pertes sur créances liées à des participations  "
"665","  Escomptes accordés "
"666"," Pertes de change "
"667","Charges nettes sur cessions de valeurs mobilières de placement  "
"671","Charges exceptionnelles sur opérations de gestion  "
"6711","Pénalités sur marchés (et dédits payés sur achats et ventes)  "
"6712","Pénalités, amendes fiscales et pénales  "
"6713","Dons, libéralités "
"6715","Subventions accordées "
"6717","Rappel d'impôts (autres qu'impôts sur les bénéfices)  "
"6718","Autres charges exceptionnelles sur opérations de gestion  "
"672","(Compte à la disposition des entités pour enregistrer, en cours d'exercice, les charges sur exercices antérieurs)  "
"675","Valeurs comptables des éléments d'actif cédés  "
"6752","Immobilisations corporelles "
"6756","Immobilisations financières  "
"6758","Autres éléments d'actif  "
"678","Autres charges exceptionnelles "
"6781","Malis provenant de clauses d'indexation  "
"6782","Lots "
"6783","Malis provenant du rachat par l'entreprise d'actions et obligations émises par elle-même  "
"6788","Charges exceptionnelles diverses "
"681","Dotations aux amortissements et aux provisions - Charges d'exploitation  Dotations aux amortissements sur imm incorporelles et corporelles"
"68112","Immobilisations corporelles "
"6812","Dotations aux amortissements des charges d'exploitation à répartir  "
"6815","Dotations aux provisions pour risques et charges d'exploitation  "
"6816","Dotations aux dépréciations des immobilisations incorporelles et corporelles  "
"68161","Immobilisations incorporelles  "
"68162","Immobilisations corporelles "
"68173","Stocks et en-cours "
"68174","Créances "
"686","Dotations aux amortissements et aux provisions - Charges financières  "
"6861","Dotations aux amortissements des primes de remboursement des obligations  "
"6865","Dotations aux provisions pour risques et charges financiers  "
"6866","Dotations aux provisions pour dépréciation des éléments financiers  "
"68662","Immobilisations financières  "
"68665","Valeurs mobilières de placement  "
"691"," Participation des salariés aux résultats  8 Autres dotations "
"6871","Dotations aux amortissements exceptionnels des immobilisations  "
"6872","Dotations aux provisions réglementées (immobilisations)  "
"68725","Amortissements dérogatoires "
"6876","Dotations aux dépréciations exceptionnelles  "
"695"," Impôts sur les bénéfices  "
"6951"," Impôts dus en France "
"6952"," Contribution additionnelle à l'impôt sur les bénéfices  "
"6954"," Impôts dus à l'étranger  "
"696"," Suppléments d'impôt sur les sociétés liés aux distributions  "
"697","Imposition forfaitaire annuelle des sociétés  "
"698","Intégration fiscale "
"6981","Intégration fiscale - Charges  "
"6989","Intégration fiscale - Produits  "
"699"," Produits - Reports en arrière des déficits  "
"70","Revenue"
"71","Revenue"
"72","Revenue"
"74","Revenue"
"75","Revenue"
"76","Résultat financiers"
"77","Résultat exceptionnel"
"78","Dotation et reprises aux amortissements et aux PRC"
"79","Revenue"
"702","Ventes de produits intermédiaires  "
